S.NO,Submitted Time,1. Name,2. select book,3. Number of quantity
483,03-08-2022,B Ranaprathap Reddy,Data science for dummies,1
484,03-08-2022,B Ranaprthap Reddy,Data science with python,1
485,03-08-2022,B Ranaprathap Reddy,Data science with python,1
486,03-08-2022,A Munisai,Data science from scratch,1
487,03-08-2022,B Munisai,The Data science handbook-Field cady,1
488,03-08-2022,B Munisai,Practical statistics for data scientist,1
489,03-08-2022,C Munisai,Data science with python,1
490,03-08-2022,C Munisai,Data science for dummies,1
491,03-08-2022,D Munisai,Data science with python,1
492,03-08-2022,D Munisai,Data science for dummies,1
493,03-08-2022,G Munisai,Data science for dummies,1
494,03-08-2022,G Munisai,Data science for dummies,1
495,03-08-2022,M Munisai,Data science from scratch,1
496,03-08-2022,K Munisai,Data science for dummies,1
497,03-08-2022,G Munisai,Data science with python,1
498,03-08-2022,K Munisai,Practical statistics for data scientist,1
499,03-08-2022,A Nithish,Practical statistics for data scientist,1
500,03-08-2022,A Nithish,The Data science handbook-Field cady,1
501,03-08-2022,B Nithish,Data science for dummies,1
502,03-08-2022,B Nithish,Data science from scratch,1
503,03-08-2022,B Nithish,Data science for dummies,1
504,03-08-2022,C Nithish,Data science with python,1
505,03-08-2022,A Dileep,Machine learning for beginners,1
506,03-08-2022,A Dileep,Mastering machine learning algorithm,1
507,03-08-2022,B Dileep,Machine learning with python,1
508,03-08-2022,B Dileep,Mastering machine learning algorithm,1
509,03-08-2022,C Dileep,Machine learning and deep learning,1
510,03-08-2022,C Dileep,Machine learning for beginners,1
511,03-08-2022,D Dileep,Hands on Machine Learning with scikit-learn,1
512,03-08-2022,D Dileep,Mastering machine learning algorithm,1
513,03-08-2022,E Dileep kumar,Machine learning for beginners,1
514,03-08-2022,E Dileep kumar,Mastering machine learning algorithm,1
515,03-08-2022,Jayasurya A,Mastering machine learning algorithm,1
516,03-08-2022,B Jayasurya,Machine learning for beginners,1
517,03-08-2022,B Jayasurya,Machine learning and deep learning,1
518,03-08-2022,Jayasurya A,Machine learning with python,1
519,03-08-2022,Jayasurya C,Mastering machine learning algorithm,1
520,03-08-2022,D Jayasurya,Machine learning for beginners,1
521,03-08-2022,D Jayasurya,Machine learning for beginners,1
522,03-08-2022,E Jayasurya,Hands on Machine Learning with scikit-learn,1
523,03-08-2022,E Jayasurya,Mastering machine learning algorithm,1
524,03-08-2022,D Jayasurya,Machine learning with python,1
525,03-08-2022,G Jayasurya,Machine learning with python,1
526,03-08-2022,G Jayasurya,Machine learning for beginners,1
527,03-08-2022,J Jayasurya,Mastering machine learning algorithm,1
528,03-08-2022,P Jayasurya,Machine learning with python,1
529,03-08-2022,U Jayasurya,Machine learning for beginners,1
530,03-08-2022,U Jayasurya,Mastering machine learning algorithm,1
531,03-08-2022,M Jayasurya,Machine learning with python,1
532,03-08-2022,N Jayasurya,Machine learning for beginners,1
533,03-08-2022,P Jayasurya,Hands on Machine Learning with scikit-learn,1
534,03-08-2022,L Jayasurya,Machine learning for beginners,1
535,03-08-2022,P Jayasurya,Machine learning and deep learning,1
536,03-08-2022,V Jayasurya,Machine learning with python,1
537,03-08-2022,A Hemanth,Mastering machine learning algorithm,1
538,03-08-2022,A Hemanth,Data science with python,1
539,03-08-2022,B Hemanth,Machine learning for beginners,1
540,03-08-2022,P Hemanth,Machine learning with python,1
541,03-08-2022,P Hemanth,Machine learning for beginners,1
542,03-08-2022,J Hemanth,Mastering machine learning algorithm,1
543,03-08-2022,M Hemanth,Hands on Machine Learning with scikit-learn,1
544,03-08-2022,P Hemanth,Machine learning and deep learning,1
545,03-08-2022,R Hema kumar,Machine learning and deep learning,1
546,03-08-2022,B Hema Kumar,Hands on Machine Learning with scikit-learn,1
547,03-08-2022,T Hema Kumar,Machine learning with python,1
548,03-08-2022,T Hema kumar,Machine learning for beginners,1
549,03-08-2022,A Dinesh,Mastering machine learning algorithm,1
550,03-08-2022,B Dinesh,Machine learning for beginners,1
551,03-08-2022,C Dinesh,Machine learning and deep learning,1
552,03-08-2022,N Dinesh,Mastering machine learning algorithm,1
553,03-08-2022,JD Dinesh,Machine learning for beginners,1
554,03-08-2022,JD Dinesh,Machine learning and deep learning,1
555,03-08-2022,T Dinesh kumar,Machine learning with python,1
556,03-08-2022,T Dinesh kumar,Machine learning for beginners,1
557,03-08-2022,M Manish kumar,Machine learning for beginners,1
558,03-08-2022,M Manish sai,Hands on Machine Learning with scikit-learn,1
559,03-08-2022,N Nithish yadav,Machine learning and deep learning,1
560,03-08-2022,N Nithish yadav,Machine learning with python,1
561,03-08-2022,N Nithish yadav,Mastering machine learning algorithm,1
562,03-08-2022,M Nithish yadav,Machine learning for beginners,1
563,03-08-2022,M Nithish yadav,Machine learning with python,1
564,03-08-2022,B Nithish yadav,Machine learning for beginners,1
565,03-08-2022,B Nithish yadav,Machine learning for beginners,1
566,03-08-2022,V Nithish yadav,Mastering machine learning algorithm,1
567,03-08-2022,A Kalyan babu,Machine learning with python,1
568,03-08-2022,A Kalyan babu,Machine learning for beginners,1
569,03-08-2022,B Kalyan babu,Mastering machine learning algorithm,1
570,03-08-2022,B Kalyan babu,Machine learning for beginners,1
571,03-08-2022,A Kalyan babu,Mastering machine learning algorithm,2
572,03-08-2022,C Kalyan babu,Mastering machine learning algorithm,1
573,03-08-2022,G Kalyan babu,Machine learning and deep learning,1
574,03-08-2022,K Kalyan babu,Mastering machine learning algorithm,1
575,03-08-2022,K Kalyan babu,Machine learning and deep learning,1
576,03-08-2022,M Manish yadav,Machine learning with python,1
577,03-08-2022,D Sudheer kumar,Machine learning with python,1
578,03-08-2022,T Kalyan babu,Mastering machine learning algorithm,1
579,03-08-2022,T Kalyan babu,Machine learning for beginners,1
580,03-08-2022,V Kalyan babu,Machine learning for beginners,1
581,03-08-2022,R Kalyan babu,Machine learning for beginners,1
582,03-08-2022,A Ramireddy,Machine learning with python,1
583,03-08-2022,A Ramireddy,Machine learning and deep learning,1
584,03-08-2022,B Ramireddy,Machine learning for beginners,1
585,03-08-2022,B Ramireddy,Machine learning and deep learning,1
586,03-08-2022,C Ramireddy,Machine learning with python,1
587,03-08-2022,D Ramireddy,Mastering machine learning algorithm,1
588,03-08-2022,D Ramireddy,Machine learning with python,1
589,03-08-2022,G Ramireddy,Hands on Machine Learning with scikit-learn,1
590,03-08-2022,G Ramireddy,Machine learning with python,1
591,03-08-2022,T Ramireddy,Machine learning with python,1
592,03-08-2022,L Ramireddy,Machine learning and deep learning,1
593,03-08-2022,U Ramireddy,Mastering machine learning algorithm,1
594,03-08-2022,P Ramireddy,Mastering machine learning algorithm,1
595,03-08-2022,M Ramireddy,Machine learning for beginners,1
596,03-08-2022,N Ramireddy,Machine learning for beginners,1
597,03-08-2022,V Ramireddy,Machine learning for beginners,1
598,03-08-2022,P Sukumar,Machine learning with python,1
599,03-08-2022,P Sukumar,Data science with python,1
600,03-08-2022,M Sukumar,Machine learning for beginners,1
601,03-08-2022,Narendra,Data science with python,1
602,03-08-2022,Narendra,Machine learning for beginners,1
603,03-08-2022,A Nagendra,The Data science handbook-Field cady,1
604,03-08-2022,A Nagendra,Machine learning with python,1
605,03-08-2022,B Nagendra,Machine learning with python,1
606,03-08-2022,B Nagendra,Data science from scratch,1
607,03-08-2022,C Nagendra,Data science from scratch,1
608,03-08-2022,C Nagendra,Machine learning for beginners,1
609,03-08-2022,D Nagendra,Data science with python,1
610,03-08-2022,D Nagendra,Machine learning for beginners,1
611,03-08-2022,GH Nagendra,Data science with python,1
612,03-08-2022,GH Nagendra,Machine learning for beginners,1
613,03-08-2022,MK Sirish,Data science from scratch,1
614,03-08-2022,MK Sirish,Machine learning with python,1
615,03-08-2022,J Sirish,Data science for dummies,1
616,03-08-2022,J Sirish,Machine learning for beginners,1
617,03-08-2022,K Sirish,The Data science handbook-Field cady,1
618,03-08-2022,K Sirish,Machine learning with python,1
619,03-08-2022,K Sirish,Machine learning for beginners,1
620,03-08-2022,D Sirish,Data science for dummies,1
621,03-08-2022,M Kalyan ram,Hands on Machine Learning with scikit-learn,1
622,03-08-2022,M Kalyan ram,The Data science handbook-Field cady,1
623,03-08-2022,T Kalyan ram,Machine learning with python,1
624,03-08-2022,T Kalyan ram,Data science for dummies,1
625,03-08-2022,P Kalyan ram,The Data science handbook-Field cady,1
626,03-08-2022,P Kalyan ram,Machine learning with python,1
627,03-08-2022,D Sirish,Data science with python,1
628,03-08-2022,D Sirish,Machine learning with python,1
629,03-08-2022,T Sathish,Data science for dummies,1
630,03-08-2022,T Sathish,Data science for dummies,1
631,03-08-2022,A Sathish,Data science for dummies,1
632,03-08-2022,A Sathish,Data science from scratch,1
633,03-08-2022,J Sathish,Machine learning with python,1
634,03-08-2022,U Sathish,Data science with python,1
635,03-08-2022,I Sathish,Data science from scratch,1
636,03-08-2022,J Sathish,Hands on Machine Learning with scikit-learn,1
637,03-08-2022,Y Sathish kumar,Data science for dummies,1
638,03-08-2022,Y Sathish kumar,Data science from scratch,1
639,03-08-2022,T Sathish kumar,Data science from scratch,1
640,03-08-2022,T Sathish kumar,Machine learning for beginners,1
641,03-08-2022,R Sathish kumar,Data science for dummies,1
642,03-08-2022,R Sathish kumar,Data science from scratch,1
643,03-08-2022,M Sathish kumar,Data science from scratch,1
644,03-08-2022,R Sai hithesh,Data science for dummies,1
645,03-08-2022,R Sai hithesh,Machine learning with python,1
646,03-08-2022,M Sai Hithesh,Machine learning for beginners,1
647,03-08-2022,M Sai Hithesh,Data structure and algorithm through python,1
648,03-08-2022,N Sai hithesh,Practical statistics for data scientist,1
649,03-08-2022,R Chandra sekhar,Practical statistics for data scientist,1
650,03-08-2022,J Chandra sekhar,Machine learning and deep learning,1
651,03-08-2022,L lakshmi sai,Hands on Machine Learning with scikit-learn,1
652,03-08-2022,A Sasidhar,"Reactjs,the main pillar of web-development",1
653,03-08-2022,A Sasidhar,"The full stack developer,Chris Northwood",1
654,03-08-2022,B Sasidhar,"HTML5,CSS3,Javascript php-blackwood",1
655,03-08-2022,B Sasidhar,"The frame work for web-development,angular",1
656,03-08-2022,C Sasidhar,"HTML5,CSS3,Javascript php-blackwood",1
657,03-08-2022,D Sasidhar,live web server with Reactjs and firebase,1
658,03-08-2022,D Sasidhar,"HTML5,CSS3,Javascript php-blackwood",1
659,03-08-2022,G Sasidhar,"The full stack developer,Chris Northwood",1
660,03-08-2022,G Sasidhar,"The full stack developer,Chris Northwood",1
661,03-08-2022,G Sasidhar,"HTML5,CSS3,Javascript php-blackwood",1
662,03-08-2022,A Umakanth,"The full stack developer,Chris Northwood",1
663,03-08-2022,A Umakanth,"Reactjs,the main pillar of web-development",1
664,03-08-2022,A Akhil,Reactjs for beginners ,1
665,03-08-2022,A  Akhil,"Reactjs,the main pillar of web-development",1
666,03-08-2022,A Akhil,Angular for beginners,1
667,03-08-2022,A Akhil,Machine learning with python,1
668,03-08-2022,B Akhil,"Reactjs,the main pillar of web-development",1
669,03-08-2022,C Akhil,"HTML,CSS,Javascript web publishing",1
670,03-08-2022,C Akhil,Angular for beginners,1
671,03-08-2022,D Akhil,Angular for beginners,1
672,03-08-2022,G Akhil,Reactjs for beginners ,1
673,03-08-2022,G Akhil,"HTML5,CSS3,Javascript php-blackwood",1
674,03-08-2022,H Akhil,"Reactjs,the main pillar of web-development",1
675,03-08-2022,H Akhil,"The frame work for web-development,angular",1
676,03-08-2022,K Akhil,Angular for beginners,1
677,03-08-2022,K Akhil,Angular for beginners,1
678,03-08-2022,S Akhil,Angular for beginners,1
679,03-08-2022,P Akhil,"HTML5,CSS3,Javascript php-blackwood",1
680,03-08-2022,M Akhil,"HTML5,CSS3,Javascript php-blackwood",1
681,03-08-2022,N Akhil,Angular for beginners,1
682,03-08-2022,N Akhil,"HTML5,CSS3,Javascript php-blackwood",1
683,03-08-2022,C Akhil,"HTML5,CSS3,Javascript php-blackwood",1
684,03-08-2022,T Akhil,"The frame work for web-development,angular",1
685,03-08-2022,T Akhil,"HTML5,CSS3,Javascript php-blackwood",1
686,03-08-2022,Y Akhil,"The full stack developer,Chris Northwood",1
687,03-08-2022,Y Akhil,"HTML5,CSS3,Javascript php-blackwood",1
688,03-08-2022,R Akhil,Backbone of webdevelopment-angular,1
689,03-08-2022,O Akhil,"HTML5,CSS3,Javascript php-blackwood",1
690,03-08-2022,O Akhil,"HTML5,CSS3,Javascript php-blackwood",1
691,03-08-2022,I Akhil,"Reactjs,the main pillar of web-development",1
692,03-08-2022,AL Akhil,"HTML5,CSS3,Javascript php-blackwood",1
693,03-08-2022,T Akhil,"The full stack developer,Chris Northwood",1
694,03-08-2022,R Akhil,"UX,UI design for beginners",1
695,03-08-2022,R Ashwin,"UX,UI design for beginners",1
696,03-08-2022,R Ashwin,"Reactjs,the main pillar of web-development",1
697,03-08-2022,B Ashwin,"HTML5,CSS3,Javascript php-blackwood",1
698,03-08-2022,B Ashwin,"The full stack developer,Chris Northwood",1
699,03-08-2022,T Prasanna,"HTML5,CSS3,Javascript php-blackwood",1
700,03-08-2022,T Prasanna,"HTML5,CSS3,Javascript php-blackwood",1
701,03-08-2022,J Prasanna,"HTML5,CSS3,Javascript php-blackwood",1
702,03-08-2022,T Prasanna,"UX,UI design for beginners",1
703,03-08-2022,R Prasanna,Angular for beginners,1
704,03-08-2022,R Prasanna,"Reactjs,the main pillar of web-development",1
705,03-08-2022,G Prasanna,"HTML,CSS,Javascript web publishing",1
706,03-08-2022,R Prasanna,"HTML5,CSS3,Javascript php-blackwood",1
707,03-08-2022,T Prasanna kumar,"Reactjs,the main pillar of web-development",1
708,03-08-2022,H Prasanna kumar,App development using Java &XML,1
709,03-08-2022,O Prasanna kumar,Backbone of webdevelopment-angular,1
710,03-08-2022,O Prasanna kumar,App development using Java &XML,1
711,03-08-2022,O Prasanna kumar,live web server with Reactjs and firebase,1
712,03-08-2022,R Rajasekhar,"Reactjs,the main pillar of web-development",1
713,03-08-2022,RVS Rajasekhar,"HTML5,CSS3,Javascript php-blackwood",1
714,03-08-2022,RS Rajasekhar,Angular for beginners,1
715,03-08-2022,P Rajasekhar,Reactjs for beginners ,1
716,03-08-2022,G Rajasekhar,App development using Java &XML,1
717,03-08-2022,L Rajasekhar,"HTML5,CSS3,Javascript php-blackwood",1
718,03-08-2022,U Rajasekhar,Angular for beginners,1
719,03-08-2022,T Rajasekhar,"Reactjs,the main pillar of web-development",1
720,03-08-2022,H Rajasekhar,Angular for beginners,1
721,03-08-2022,B Rajasekhar,"HTML,CSS,Javascript web publishing",1
722,03-08-2022,B Rajasekhar,"The full stack developer,Chris Northwood",1
723,03-08-2022,C Rajasekhar,live web server with Reactjs and firebase,1
724,03-08-2022,E Rajasekhar,"The frame work for web-development,angular",1
725,03-08-2022,E Rajasekhar,"UX,UI design for beginners",1
726,03-08-2022,G Rajasekhar,Reactjs for beginners ,1
727,03-08-2022,G Rajasekhar,Angular for beginners,1
728,03-08-2022,K Rajasekhar,"The frame work for web-development,angular",1
729,03-08-2022,K Rajasekhar,Backbone of webdevelopment-angular,1
730,03-08-2022,I Rajasekhar,Backbone of webdevelopment-angular,1
731,03-08-2022,I Rajasekhar,Backbone of webdevelopment-angular,1
732,03-08-2022,U Rajasekhar,Angular for beginners,1
733,03-08-2022,V Rajasekhar,"Reactjs,the main pillar of web-development",1
734,03-08-2022,P Rajasekhar,"UX,UI design for beginners",1
735,03-08-2022,T Rajasekhar,"The frame work for web-development,angular",1
736,03-08-2022,L Rajasekhar,live web server with Reactjs and firebase,1
737,03-08-2022,M Rajasekhar,"HTML,CSS,Javascript web publishing",1
738,03-08-2022,TM Rajasekhar,"The full stack developer,Chris Northwood",1
739,03-08-2022,TR Rajasekhar,"Reactjs,the main pillar of web-development",1
740,03-08-2022,HG Rajasekhar,"HTML,CSS,Javascript web publishing",1
741,03-08-2022,HG Rajasekhar,"HTML5,CSS3,Javascript php-blackwood",1
742,03-08-2022,TS Rajasekhar,"HTML5,CSS3,Javascript php-blackwood",1
743,03-08-2022,M Rajasekhar,Backbone of webdevelopment-angular,1
744,03-08-2022,M Rajasekhar,"UX,UI design for beginners",1
745,03-08-2022,N Rajasekhar,live web server with Reactjs and firebase,1
746,03-08-2022,N Rajasekhar,Angular for beginners,1
747,03-08-2022,O Rajasekhar,"The full stack developer,Chris Northwood",1
748,03-08-2022,O Rajasekhar,Angular for beginners,1
749,03-08-2022,U Rajasekhar,"HTML5,CSS3,Javascript php-blackwood",1
750,03-08-2022,U Rajasekhar,"HTML,CSS,Javascript web publishing",1
751,03-08-2022,J Rajasekhar,"The frame work for web-development,angular",1
752,03-08-2022,U Rajasekhar,Angular for beginners,1
753,03-08-2022,V Rajasekhar,"HTML,CSS,Javascript web publishing",1
754,03-08-2022,Y Rajasekhar,"The full stack developer,Chris Northwood",1
755,03-08-2022,A Manasa,"The full stack developer,Chris Northwood",1
756,03-08-2022,B Manasa,"The frame work for web-development,angular",1
757,03-08-2022,A Manasa,"HTML5,CSS3,Javascript php-blackwood",1
758,03-08-2022,B Manasa,live web server with Reactjs and firebase,1
759,03-08-2022,I Manasa,"The full stack developer,Chris Northwood",1
760,03-08-2022,P Manasa,Reactjs for beginners ,1
761,03-08-2022,U Manasa,Reactjs for beginners ,1
762,03-08-2022,T Manasa,"HTML5,CSS3,Javascript php-blackwood",1
763,03-08-2022,T Manasa,"HTML5,CSS3,Javascript php-blackwood",1
764,03-08-2022,M Manasa,"Reactjs,the main pillar of web-development",1
765,03-08-2022,M Manasa,"HTML5,CSS3,Javascript php-blackwood",1
766,03-08-2022,N Manasa,"The frame work for web-development,angular",1
767,03-08-2022,N Manasa,"HTML5,CSS3,Javascript php-blackwood",1
768,03-08-2022,N Manasa,Angular for beginners,1
769,03-08-2022,T Manasa,Machine learning for beginners,1
770,03-08-2022,T Manasa,"HTML,CSS,Javascript web publishing",1
771,03-08-2022,K Manasa,"HTML5,CSS3,Javascript php-blackwood",1
772,03-08-2022,K Manasa,"HTML,CSS,Javascript web publishing",1
773,03-08-2022,Y Manasa,"The full stack developer,Chris Northwood",1
774,03-08-2022,RT Manasa,"HTML5,CSS3,Javascript php-blackwood",1
775,03-08-2022,RT Manasa,"HTML,CSS,Javascript web publishing",1
776,03-08-2022,T R Manasa,"UX,UI design for beginners",1
777,03-08-2022,T R Manasa,Backbone of webdevelopment-angular,1
778,03-08-2022,Y Manasa kumari,live web server with Reactjs and firebase,1
779,03-08-2022,Y Manasa kumari,"HTML5,CSS3,Javascript php-blackwood",1
780,03-08-2022,Y Manasa kumari,"HTML,CSS,Javascript web publishing",1
781,03-08-2022,A Sudha,"HTML5,CSS3,Javascript php-blackwood",1
782,03-08-2022,A Sudha,"HTML,CSS,Javascript web publishing",1
783,03-08-2022,B Sudha,"HTML5,CSS3,Javascript php-blackwood",1
784,03-08-2022,B Sudha,"HTML,CSS,Javascript web publishing",1
785,03-08-2022,C Sudha,"The full stack developer,Chris Northwood",1
786,03-08-2022,C Sudha,"The full stack developer,Chris Northwood",1
787,03-08-2022,D Sudha,"HTML5,CSS3,Javascript php-blackwood",1
788,03-08-2022,D Sudha,"HTML,CSS,Javascript web publishing",1
789,03-08-2022,E Sudha,"HTML,CSS,Javascript web publishing",1
790,03-08-2022,E Sudha,"HTML5,CSS3,Javascript php-blackwood",1
791,03-08-2022,G Sudha,"HTML,CSS,Javascript web publishing",1
792,03-08-2022,G Sudha,"HTML5,CSS3,Javascript php-blackwood",1
793,03-08-2022,K Sudha,"HTML,CSS,Javascript web publishing",1
794,03-08-2022,G Sudha,"HTML5,CSS3,Javascript php-blackwood",1
795,03-08-2022,K Sudha,"HTML,CSS,Javascript web publishing",1
796,03-08-2022,K Sudha,"HTML5,CSS3,Javascript php-blackwood",1
797,03-08-2022,L Sudha,"HTML,CSS,Javascript web publishing",1
798,03-08-2022,L Sudha,"HTML5,CSS3,Javascript php-blackwood",1
799,03-08-2022,M Sudha,"HTML,CSS,Javascript web publishing",1
800,03-08-2022,M Sudha,"HTML5,CSS3,Javascript php-blackwood",1
801,03-08-2022,N Sudha,"HTML,CSS,Javascript web publishing",1
802,03-08-2022,N Sudha,"HTML5,CSS3,Javascript php-blackwood",1
803,03-08-2022,P Sudha,"HTML,CSS,Javascript web publishing",1
804,03-08-2022,P Sudha,"HTML5,CSS3,Javascript php-blackwood",1
805,03-08-2022,R Sudha,"HTML,CSS,Javascript web publishing",1
806,03-08-2022,R Sudha,"HTML5,CSS3,Javascript php-blackwood",1
807,03-08-2022,I Sudha,"HTML,CSS,Javascript web publishing",1
808,03-08-2022,I Sudha,"HTML5,CSS3,Javascript php-blackwood",1
809,03-08-2022,U Sudha,"HTML,CSS,Javascript web publishing",1
810,03-08-2022,V Sudha,"HTML,CSS,Javascript web publishing",1
811,03-08-2022,V Sudha,"HTML5,CSS3,Javascript php-blackwood",1
812,03-08-2022,S Sudha,"HTML,CSS,Javascript web publishing",1
813,03-08-2022,S Sudha,"HTML5,CSS3,Javascript php-blackwood",1
814,03-08-2022,A Shankar,"The full stack developer,Chris Northwood",1
815,03-08-2022,A Shankar,Angular for beginners,1
816,03-08-2022,B Shankar,Reactjs for beginners ,1
817,03-08-2022,B Shankar,"The frame work for web-development,angular",1
818,03-08-2022,C Shankar,live web server with Reactjs and firebase,1
819,03-08-2022,C Shankar,Angular for beginners,1
820,03-08-2022,D Shankar,live web server with Reactjs and firebase,1
821,03-08-2022,D Shankar,"The frame work for web-development,angular",1
822,03-08-2022,E Shankar,"UX,UI design for beginners",1
823,03-08-2022,E Shankar,App development using Java &XML,1
824,03-08-2022,G Shankar,App development using Java &XML,1
825,03-08-2022,G Shankar,"UX,UI design for beginners",1
826,03-08-2022,K Shankar,"UX,UI design for beginners",1
827,03-08-2022,K Shankar,App development using Java &XML,1
828,03-08-2022,U Shankar,App development using Java &XML,1
829,03-08-2022,U Shankar,"UX,UI design for beginners",1
830,03-08-2022,V Shankar,"UX,UI design for beginners",1
831,03-08-2022,A Ganesh,"UX,UI design for beginners",1
832,03-08-2022,A Ganesh,App development using Java &XML,1
833,03-08-2022,B Ganesh,"UX,UI design for beginners",1
834,03-08-2022,B Ganesh,App development using Java &XML,1
835,03-08-2022,C Ganesh,"UX,UI design for beginners",1
836,03-08-2022,C Ganesh,App development using Java &XML,1
837,03-08-2022,V Ganesh,App development using Java &XML,1
838,03-08-2022,V Ganesh,"UX,UI design for beginners",1
839,03-08-2022,U Ganesh,"UX,UI design for beginners",1
840,03-08-2022,U Ganesh,App development using Java &XML,1
841,03-08-2022,T Ganesh,App development using Java &XML,1
842,03-08-2022,T Ganesh,"UX,UI design for beginners",1
843,03-08-2022,T Ganesh,"UX,UI design for beginners",1
844,03-08-2022,T Ganesh,App development using Java &XML,1
845,03-08-2022,M Ganesh,"UX,UI design for beginners",1
846,03-08-2022,M Ganesh,App development using Java &XML,1
847,03-08-2022,Y Ganesh,App development using Java &XML,1
848,03-08-2022,Y Ganesh,App development using Java &XML,1
849,03-08-2022,K Ganesh,"UX,UI design for beginners",1
850,03-08-2022,K Ganesh,"UX,UI design for beginners",1
851,03-08-2022,A Deepa,"UX,UI design for beginners",1
852,03-08-2022,A Deepa,App development using Java &XML,1
853,03-08-2022,A Deepa,App development using Java &XML,1
854,03-08-2022,B Deepa,"UX,UI design for beginners",1
855,03-08-2022,B Deepa,App development using Java &XML,1
856,03-08-2022,C Deepa,"UX,UI design for beginners",1
857,03-08-2022,C Deepa,App development using Java &XML,1
858,03-08-2022,D Deepa,"UX,UI design for beginners",1
859,03-08-2022,D Deepa,App development using Java &XML,1
860,03-08-2022,E Deepa,"UX,UI design for beginners",1
861,03-08-2022,E Deepa,App development using Java &XML,1
862,03-08-2022,G Deepa,"UX,UI design for beginners",1
863,03-08-2022,G Deepa,App development using Java &XML,1
864,03-08-2022,H Deepa,"UX,UI design for beginners",1
865,03-08-2022,H Deepa,App development using Java &XML,1
866,03-08-2022,K Deepa,"UX,UI design for beginners",1
867,03-08-2022,K Deepa,App development using Java &XML,1
868,03-08-2022,L Deepa,"UX,UI design for beginners",1
869,03-08-2022,L Deepa,App development using Java &XML,1
870,03-08-2022,M Deepa,"UX,UI design for beginners",1
871,03-08-2022,M Deepa,App development using Java &XML,1
872,03-08-2022,N Deepa,"UX,UI design for beginners",1
873,03-08-2022,N Deepa,App development using Java &XML,1
874,03-08-2022,O Deepa,"UX,UI design for beginners",1
875,03-08-2022,O Deepa,App development using Java &XML,1
876,03-08-2022,N Deepa,"UX,UI design for beginners",1
877,03-08-2022,P Deepa,"UX,UI design for beginners",1
878,03-08-2022,P Deepa,App development using Java &XML,1
879,03-08-2022,M Deepa,"UX,UI design for beginners",1
880,03-08-2022,M Deepa,App development using Java &XML,1
881,03-08-2022,R Deepa,"UX,UI design for beginners",1
882,03-08-2022,R Deepa,App development using Java &XML,1
883,03-08-2022,S Deepa,"UX,UI design for beginners",1
884,03-08-2022,S Deepa,App development using Java &XML,1
885,03-08-2022,T Deepa,"UX,UI design for beginners",1
886,03-08-2022,T Deepa,App development using Java &XML,1
887,03-08-2022,U Deepa,"UX,UI design for beginners",1
888,03-08-2022,U Deepa,App development using Java &XML,1
889,03-08-2022,V Deepa,"UX,UI design for beginners",1
890,03-08-2022,V Deepa,App development using Java &XML,1
891,03-08-2022,Y Deepa,"UX,UI design for beginners",1
892,03-08-2022,Y Deepa,App development using Java &XML,1
893,03-08-2022,A Deepthi,"UX,UI design for beginners",1
894,03-08-2022,A Deepthi,"UX,UI design for beginners",1
895,03-08-2022,A Deepthi,App development using Java &XML,1
896,03-08-2022,B Deepthi,"UX,UI design for beginners",1
897,03-08-2022,B Deepthi,App development using Java &XML,1
898,03-08-2022,C Deepthi,"UX,UI design for beginners",1
899,03-08-2022,C Deepthi,App development using Java &XML,1
900,03-08-2022,D Deepthi,"UX,UI design for beginners",1
901,03-08-2022,E Deepthi,"UX,UI design for beginners",1
902,03-08-2022,E Deepthi,App development using Java &XML,1
903,03-08-2022,D Deepthi,App development using Java &XML,1
904,03-08-2022,G Deepthi,"UX,UI design for beginners",1
905,03-08-2022,G Deepthi,App development using Java &XML,1
906,03-08-2022,H Deepthi,"UX,UI design for beginners",1
907,03-08-2022,H Deepthi,App development using Java &XML,1
908,03-08-2022,I Deepthi,"UX,UI design for beginners",1
909,03-08-2022,I Deepthi,App development using Java &XML,1
910,03-08-2022,A Saiteja,Machine learning with python,1
911,03-08-2022,A Saiteja,Python Crash course by Eric Matthes,1
912,03-08-2022,B Saiteja,Python Crash course by Eric Matthes,1
913,03-08-2022,B Saiteja,Machine learning for beginners,1
914,03-08-2022,C Saiteja,"Head-First Python,2nd edition",1
915,03-08-2022,C Saiteja,Mastering machine learning algorithm,1
916,03-08-2022,D Saiteja,Python Crash course by Eric Matthes,1
917,03-08-2022,D Saiteja,Machine learning with python,1
918,03-08-2022,E Saiteja,"Head-First Python,2nd edition",1
919,03-08-2022,E Saiteja,Machine learning with python,1
920,03-08-2022,G Saiteja,"Head-First Python,2nd edition",1
921,03-08-2022,G Saiteja,Machine learning with python,1
922,03-08-2022,H Saiteja,"Head-First Python,2nd edition",1
923,03-08-2022,H Saiteja,Machine learning with python,1
924,03-08-2022,I Saiteja,Python Crash course by Eric Matthes,1
925,03-08-2022,I Saiteja,Machine learning with python,1
926,03-08-2022,J Saiteja,Python Crash course by Eric Matthes,1
927,03-08-2022,J Saiteja,Machine learning with python,1
928,03-08-2022,K Saiteja,"Head-First Python,2nd edition",1
929,03-08-2022,K Saiteja,Machine learning with python,1
930,03-08-2022,L Saiteja,"Head-First Python,2nd edition",1
931,03-08-2022,L Saiteja,Machine learning for beginners,1
932,03-08-2022,M Saiteja,"Head-First Python,2nd edition",1
933,03-08-2022,M Saiteja,Machine learning with python,1
934,03-08-2022,N Saiteja,python programming:using problem solving approach,1
